Results For: memcpy
length,align1,align2,dst > src, New Time / Old Time
3072,2049,16,0,0.872
3072,2049,16,1,0.872
3136,0,0,0,0.995
3136,0,0,1,0.995
3136,17,0,0,0.949
3136,17,0,1,0.949
3136,49,0,0,0.987
3136,49,0,1,0.987
3136,0,17,0,0.919
3136,0,17,1,0.917
3136,0,49,0,0.931
3136,0,49,1,0.931
3136,17,17,0,1.122
3136,17,17,1,1.119
3136,49,49,0,0.987
3136,49,49,1,0.987
3136,2048,0,0,0.997
3136,2048,0,1,0.997
3136,2065,0,0,0.949
3136,2065,0,1,0.949
3136,2048,17,0,0.896
3136,2048,17,1,0.896
3136,2065,17,0,1.122
3136,2065,17,1,1.119
3136,17,1,0,1.184
3136,17,1,1,1.184
3136,1,17,0,1.124
3136,1,17,1,1.125
3136,49,1,0,1.11
3136,49,1,1,1.108
3136,1,49,0,1.044
3136,1,49,1,1.044
3136,2065,1,0,1.147
3136,2065,1,1,1.147
3136,2049,17,0,1.102
3136,2049,17,1,1.1
3200,0,0,0,1.006
3200,0,0,1,1.006
3200,18,0,0,0.978
3200,18,0,1,0.978
3200,50,0,0,0.998
3200,50,0,1,0.998
3200,0,18,0,0.932
3200,0,18,1,0.932
3200,0,50,0,0.93
3200,0,50,1,0.93
3200,18,18,0,1.11
3200,18,18,1,1.11
3200,50,50,0,0.994
3200,50,50,1,0.994
3200,2048,0,0,1.007
3200,2048,0,1,1.007
3200,2066,0,0,0.978
3200,2066,0,1,0.978
3200,2048,18,0,0.894
3200,2048,18,1,0.894
3200,2066,18,0,1.11
3200,2066,18,1,1.11
3200,18,1,0,1.002
3200,18,1,1,1.002
3200,1,18,0,0.917
3200,1,18,1,0.917
3200,50,1,0,0.963
3200,50,1,1,0.964
3200,1,50,0,0.888
3200,1,50,1,0.888
3200,2066,1,0,1.002
3200,2066,1,1,1.002
3200,2049,18,0,0.914
3200,2049,18,1,0.914
3264,0,0,0,0.994
3264,0,0,1,0.994
3264,19,0,0,0.959
3264,19,0,1,0.959
3264,51,0,0,0.994
3264,51,0,1,0.994
3264,0,19,0,0.927
3264,0,19,1,0.927
3264,0,51,0,0.927
3264,0,51,1,0.927
3264,19,19,0,1.1
3264,19,19,1,1.1
3264,51,51,0,0.982
3264,51,51,1,0.982
3264,2048,0,0,0.994
3264,2048,0,1,0.994
3264,2067,0,0,0.959
3264,2067,0,1,0.959
3264,2048,19,0,0.891
3264,2048,19,1,0.891
3264,2067,19,0,1.099
3264,2067,19,1,1.099
3264,19,1,0,0.977
3264,19,1,1,0.976
3264,1,19,0,0.921
3264,1,19,1,0.921
3264,51,1,0,0.959
3264,51,1,1,0.959
3264,1,51,0,0.886
3264,1,51,1,0.886
3264,2067,1,0,0.976
3264,2067,1,1,0.976
3264,2049,19,0,0.917
3264,2049,19,1,0.917
3328,0,0,0,0.996
3328,0,0,1,0.992
3328,20,0,0,0.955
3328,20,0,1,0.955
3328,52,0,0,0.99
3328,52,0,1,0.99
3328,0,20,0,0.926
3328,0,20,1,0.923
3328,0,52,0,0.933
3328,0,52,1,0.933
3328,20,20,0,1.11
3328,20,20,1,1.11
3328,52,52,0,0.988
3328,52,52,1,0.988
3328,2048,0,0,0.993
3328,2048,0,1,0.993
3328,2068,0,0,0.955
3328,2068,0,1,0.955
3328,2048,20,0,0.9
3328,2048,20,1,0.9
3328,2068,20,0,1.109
3328,2068,20,1,1.109
3328,20,1,0,0.99
3328,20,1,1,0.99
3328,1,20,0,0.922
3328,1,20,1,0.922
3328,52,1,0,0.972
3328,52,1,1,0.972
3328,1,52,0,0.901
3328,1,52,1,0.901
3328,2068,1,0,0.99
3328,2068,1,1,0.99
3328,2049,20,0,0.918
3328,2049,20,1,0.918
3392,0,0,0,0.998
3392,0,0,1,1.0
3392,21,0,0,0.964
3392,21,0,1,0.964
3392,53,0,0,0.998
3392,53,0,1,0.998
3392,0,21,0,0.932
3392,0,21,1,0.932
3392,0,53,0,0.93
3392,0,53,1,0.93
3392,21,21,0,1.113
3392,21,21,1,1.113
3392,53,53,0,0.983
3392,53,53,1,0.983
3392,2048,0,0,1.0
3392,2048,0,1,1.0
3392,2069,0,0,0.964
3392,2069,0,1,0.964
3392,2048,21,0,0.895
3392,2048,21,1,0.896
3392,2069,21,0,1.113
3392,2069,21,1,1.113
3392,21,1,0,0.994
3392,21,1,1,0.994
3392,1,21,0,0.923
3392,1,21,1,0.923
3392,53,1,0,0.972
3392,53,1,1,0.972
3392,1,53,0,0.891
3392,1,53,1,0.891
3392,2069,1,0,0.994
3392,2069,1,1,0.994
3392,2049,21,0,0.922
3392,2049,21,1,0.922
3456,0,0,0,0.995
3456,0,0,1,0.995
3456,22,0,0,0.965
3456,22,0,1,0.965
3456,54,0,0,0.996
3456,54,0,1,0.996
3456,0,22,0,0.927
3456,0,22,1,0.927
3456,0,54,0,0.927
3456,0,54,1,0.927
3456,22,22,0,1.107
3456,22,22,1,1.107
3456,54,54,0,0.98
3456,54,54,1,0.98
3456,2048,0,0,0.995
3456,2048,0,1,0.995
3456,2070,0,0,0.965
3456,2070,0,1,0.965
3456,2048,22,0,0.893
3456,2048,22,1,0.893
3456,2070,22,0,1.107
3456,2070,22,1,1.107
3456,22,1,0,0.988
3456,22,1,1,0.988
3456,1,22,0,0.921
3456,1,22,1,0.921
3456,54,1,0,0.963
3456,54,1,1,0.963
3456,1,54,0,0.887
3456,1,54,1,0.887
3456,2070,1,0,0.988
3456,2070,1,1,0.988
3456,2049,22,0,0.917
3456,2049,22,1,0.917
3520,0,0,0,1.016
3520,0,0,1,1.016
3520,23,0,0,0.957
3520,23,0,1,0.957
3520,55,0,0,0.991
3520,55,0,1,0.991
3520,0,23,0,0.919
3520,0,23,1,0.924
3520,0,55,0,0.934
3520,0,55,1,0.934
3520,23,23,0,1.111
3520,23,23,1,1.111
3520,55,55,0,0.994
3520,55,55,1,0.994
3520,2048,0,0,1.016
3520,2048,0,1,1.016
3520,2071,0,0,0.957
3520,2071,0,1,0.957
3520,2048,23,0,0.903
3520,2048,23,1,0.903
3520,2071,23,0,1.111
3520,2071,23,1,1.111
3520,23,1,0,0.997
3520,23,1,1,0.997
3520,1,23,0,0.921
3520,1,23,1,0.921
3520,55,1,0,0.976
3520,55,1,1,0.976
3520,1,55,0,0.902
3520,1,55,1,0.902
3520,2071,1,0,0.997
3520,2071,1,1,0.997
3520,2049,23,0,0.918
3520,2049,23,1,0.918
3584,0,0,0,1.004
3584,0,0,1,1.004
3584,24,0,0,0.985
3584,24,0,1,0.979
3584,56,0,0,1.006
3584,56,0,1,1.006
3584,0,24,0,0.931
3584,0,24,1,0.931
3584,0,56,0,0.93
3584,0,56,1,0.93
3584,24,24,0,1.111
3584,24,24,1,1.11
3584,56,56,0,1.101
3584,56,56,1,1.1
3584,2048,0,0,1.005
3584,2048,0,1,1.005
3584,2072,0,0,0.98
3584,2072,0,1,0.978
3584,2048,24,0,0.896
3584,2048,24,1,0.897
3584,2072,24,0,1.111
3584,2072,24,1,1.111
3584,24,1,0,1.004
3584,24,1,1,1.004
3584,1,24,0,0.921
3584,1,24,1,0.921
3584,56,1,0,0.971
3584,56,1,1,0.97
3584,1,56,0,0.89
3584,1,56,1,0.89
3584,2072,1,0,1.004
3584,2072,1,1,1.004
3584,2049,24,0,0.918
3584,2049,24,1,0.918
3648,0,0,0,1.012
3648,0,0,1,1.012
3648,25,0,0,0.96
3648,25,0,1,0.96
3648,57,0,0,0.988
3648,57,0,1,0.988
3648,0,25,0,0.927
3648,0,25,1,0.927
3648,0,57,0,0.927
3648,0,57,1,0.927
3648,25,25,0,1.101
3648,25,25,1,1.101
3648,57,57,0,0.986
3648,57,57,1,0.986
3648,2048,0,0,1.012
3648,2048,0,1,1.012
3648,2073,0,0,0.96
3648,2073,0,1,0.959
3648,2048,25,0,0.894
3648,2048,25,1,0.895
3648,2073,25,0,1.103
3648,2073,25,1,1.103
3648,25,1,0,1.024
3648,25,1,1,1.024
3648,1,25,0,0.911
3648,1,25,1,0.912
3648,57,1,0,0.973
3648,57,1,1,0.974
3648,1,57,0,0.888
3648,1,57,1,0.888
3648,2073,1,0,1.024
3648,2073,1,1,1.024
3648,2049,25,0,0.907
3648,2049,25,1,0.907
3712,0,0,0,0.996
3712,0,0,1,0.996
3712,26,0,0,0.96
3712,26,0,1,0.96
3712,58,0,0,0.995
3712,58,0,1,0.995
3712,0,26,0,0.919
3712,0,26,1,0.918
3712,0,58,0,0.93
3712,0,58,1,0.93
3712,26,26,0,1.103
3712,26,26,1,1.102
3712,58,58,0,0.989
3712,58,58,1,0.989
3712,2048,0,0,0.997
3712,2048,0,1,0.997
3712,2074,0,0,0.959
3712,2074,0,1,0.959
3712,2048,26,0,0.901
3712,2048,26,1,0.901
3712,2074,26,0,1.104
3712,2074,26,1,1.102
3712,26,1,0,1.001
3712,26,1,1,1.001
3712,1,26,0,0.922
3712,1,26,1,0.922
3712,58,1,0,0.974
3712,58,1,1,0.974
3712,1,58,0,0.903
3712,1,58,1,0.903
3712,2074,1,0,1.001
3712,2074,1,1,1.001
3712,2049,26,0,0.919
3712,2049,26,1,0.919
3776,0,0,0,1.003
3776,0,0,1,1.003
3776,27,0,0,0.964
3776,27,0,1,0.964
3776,59,0,0,1.004
3776,59,0,1,1.004
3776,0,27,0,0.931
3776,0,27,1,0.931
3776,0,59,0,0.929
3776,0,59,1,0.93
3776,27,27,0,1.097
3776,27,27,1,1.097
3776,59,59,0,0.992
3776,59,59,1,0.992
3776,2048,0,0,1.003
3776,2048,0,1,1.003
3776,2075,0,0,0.963
3776,2075,0,1,0.964
3776,2048,27,0,0.898
3776,2048,27,1,0.898
3776,2075,27,0,1.097
3776,2075,27,1,1.097
3776,27,1,0,0.998
3776,27,1,1,0.998
3776,1,27,0,0.925
3776,1,27,1,0.925
3776,59,1,0,0.979
3776,59,1,1,0.979
3776,1,59,0,0.894
3776,1,59,1,0.894
3776,2075,1,0,0.998
3776,2075,1,1,0.999
3776,2049,27,0,0.923
3776,2049,27,1,0.923
3840,0,0,0,0.997
3840,0,0,1,0.997
3840,28,0,0,0.968
3840,28,0,1,0.968
3840,60,0,0,1.001
3840,60,0,1,1.001
3840,0,28,0,0.926
3840,0,28,1,0.927
3840,0,60,0,0.927
3840,0,60,1,0.927
3840,28,28,0,1.094
3840,28,28,1,1.094
3840,60,60,0,0.982
3840,60,60,1,0.982
3840,2048,0,0,0.998
3840,2048,0,1,0.998
3840,2076,0,0,0.968
3840,2076,0,1,0.968
3840,2048,28,0,0.896
3840,2048,28,1,0.896
3840,2076,28,0,1.094
3840,2076,28,1,1.094
3840,28,1,0,0.983
3840,28,1,1,0.982
3840,1,28,0,0.916
3840,1,28,1,0.916
3840,60,1,0,0.969
3840,60,1,1,0.969
3840,1,60,0,0.891
3840,1,60,1,0.891
3840,2076,1,0,0.983
3840,2076,1,1,0.983
3840,2049,28,0,0.912
3840,2049,28,1,0.912
3904,0,0,0,1.002
3904,0,0,1,1.0
3904,29,0,0,0.961
3904,29,0,1,0.961
3904,61,0,0,0.997
3904,61,0,1,0.997
3904,0,29,0,0.915
3904,0,29,1,0.922
3904,0,61,0,0.933
3904,0,61,1,0.933
3904,29,29,0,1.103
3904,29,29,1,1.103
3904,61,61,0,0.995
3904,61,61,1,0.995
3904,2048,0,0,0.998
3904,2048,0,1,1.0
3904,2077,0,0,0.961
3904,2077,0,1,0.961
3904,2048,29,0,0.904
3904,2048,29,1,0.904
3904,2077,29,0,1.103
3904,2077,29,1,1.103
3904,29,1,0,1.0
3904,29,1,1,1.0
3904,1,29,0,0.922
3904,1,29,1,0.922
3904,61,1,0,0.98
3904,61,1,1,0.98
3904,1,61,0,0.904
3904,1,61,1,0.904
3904,2077,1,0,1.0
3904,2077,1,1,1.0
3904,2049,29,0,0.919
3904,2049,29,1,0.919
3968,0,0,0,1.003
3968,0,0,1,1.003
3968,30,0,0,0.969
3968,30,0,1,0.969
3968,62,0,0,1.006
3968,62,0,1,1.006
3968,0,30,0,0.931
3968,0,30,1,0.93
3968,0,62,0,0.929
3968,0,62,1,0.929
3968,30,30,0,1.103
3968,30,30,1,1.103
3968,62,62,0,0.99
3968,62,62,1,0.99
3968,2048,0,0,1.004
3968,2048,0,1,1.004
3968,2078,0,0,0.969
3968,2078,0,1,0.969
3968,2048,30,0,0.899
3968,2048,30,1,0.899
3968,2078,30,0,1.105
3968,2078,30,1,1.105
3968,30,1,0,0.993
3968,30,1,1,0.993
3968,1,30,0,0.908
3968,1,30,1,0.908
3968,62,1,0,0.978
3968,62,1,1,0.978
3968,1,62,0,0.895
3968,1,62,1,0.895
3968,2078,1,0,0.993
3968,2078,1,1,0.993
3968,2049,30,0,0.904
3968,2049,30,1,0.904
4032,0,0,0,0.995
4032,0,0,1,0.995
4032,31,0,0,0.967
4032,31,0,1,0.967
4032,63,0,0,1.002
4032,63,0,1,1.002
4032,0,31,0,0.927
4032,0,31,1,0.926
4032,0,63,0,0.927
4032,0,63,1,0.927
4032,31,31,0,1.09
4032,31,31,1,1.09
4032,63,63,0,0.987
4032,63,63,1,0.987
4032,2048,0,0,0.995
4032,2048,0,1,0.995
4032,2079,0,0,0.967
4032,2079,0,1,0.967
4032,2048,31,0,0.897
4032,2048,31,1,0.897
4032,2079,31,0,1.09
4032,2079,31,1,1.09
4032,31,1,0,0.989
4032,31,1,1,0.989
4032,1,31,0,0.911
4032,1,31,1,0.911
4032,63,1,0,0.971
4032,63,1,1,0.972
4032,1,63,0,0.892
4032,1,63,1,0.892
4032,2079,1,0,0.989
4032,2079,1,1,0.989
4032,2049,31,0,0.907
4032,2049,31,1,0.907
4096,32,0,0,1.014
4096,32,0,1,1.014
4096,64,0,0,1.014
4096,64,0,1,1.014
4096,0,32,0,1.012
4096,0,32,1,1.012
4096,0,64,0,1.012
4096,0,64,1,1.012
4096,32,32,0,1.014
4096,32,32,1,1.014
4096,64,64,0,1.014
4096,64,64,1,1.014
4096,2080,0,0,1.014
4096,2080,0,1,1.014
4096,2048,32,0,1.014
4096,2048,32,1,1.014
4096,2080,32,0,1.014
4096,2080,32,1,1.014
4096,32,1,0,0.975
4096,32,1,1,0.975
4096,1,32,0,0.769
4096,1,32,1,0.769
4096,64,1,0,0.858
4096,64,1,1,0.858
4096,1,64,0,0.769
4096,1,64,1,0.769
4096,2080,1,0,0.829
4096,2080,1,1,0.829
4096,2049,32,0,0.886
4096,2049,32,1,0.886
4160,0,0,0,1.003
4160,0,0,1,1.003
4160,33,0,0,1.004
4160,33,0,1,1.004
4160,65,0,0,0.999
4160,65,0,1,0.999
4160,0,33,0,0.931
4160,0,33,1,0.931
4160,0,65,0,0.765
4160,0,65,1,0.765
4160,33,33,0,0.998
4160,33,33,1,0.998
4160,65,65,0,0.942
4160,65,65,1,0.942
4160,2048,0,0,1.003
4160,2048,0,1,1.003
4160,2081,0,0,1.004
4160,2081,0,1,1.004
4160,2048,33,0,0.899
4160,2048,33,1,0.898
4160,2081,33,0,1.002
4160,2081,33,1,1.002
4160,33,1,0,1.114
4160,33,1,1,1.114
4160,1,33,0,1.01
4160,1,33,1,1.01
4160,65,1,0,1.077
4160,65,1,1,1.077
4160,1,65,0,0.935
4160,1,65,1,0.935
4160,2081,1,0,1.077
4160,2081,1,1,1.077
4160,2049,33,0,1.007
4160,2049,33,1,1.007
4224,0,0,0,1.014
4224,0,0,1,1.014
4224,34,0,0,1.0
4224,34,0,1,1.0
4224,66,0,0,1.001
4224,66,0,1,1.001
4224,0,34,0,0.928
4224,0,34,1,0.928
4224,0,66,0,0.762
4224,0,66,1,0.762
4224,34,34,0,0.998
4224,34,34,1,0.998
4224,66,66,0,0.959
4224,66,66,1,0.959
4224,2048,0,0,1.014
4224,2048,0,1,1.014
4224,2082,0,0,1.001
4224,2082,0,1,1.001
4224,2048,34,0,0.899
4224,2048,34,1,0.898
4224,2082,34,0,0.998
4224,2082,34,1,0.998
4224,34,1,0,1.024
4224,34,1,1,1.023
4224,1,34,0,0.917
4224,1,34,1,0.917
4224,66,1,0,1.012
4224,66,1,1,1.013
4224,1,66,0,0.917
4224,1,66,1,0.917
4224,2082,1,0,1.022
4224,2082,1,1,1.022
4224,2049,34,0,0.914
4224,2049,34,1,0.914
4288,0,0,0,0.999
4288,0,0,1,0.999
4288,35,0,0,0.995
4288,35,0,1,0.996
4288,67,0,0,0.998
4288,67,0,1,0.998
4288,0,35,0,0.919
4288,0,35,1,0.918
4288,0,67,0,0.767
4288,0,67,1,0.767
4288,35,35,0,1.005
4288,35,35,1,1.004
4288,67,67,0,0.995
4288,67,67,1,0.995
4288,2048,0,0,0.999
4288,2048,0,1,0.999
4288,2083,0,0,0.995
4288,2083,0,1,0.995
4288,2048,35,0,0.905
4288,2048,35,1,0.904
4288,2083,35,0,1.005
4288,2083,35,1,1.004
4288,35,1,0,1.033
4288,35,1,1,1.032
4288,1,35,0,0.928
4288,1,35,1,0.928
4288,67,1,0,1.019
4288,67,1,1,1.02
4288,1,67,0,0.925
4288,1,67,1,0.924
4288,2083,1,0,1.03
4288,2083,1,1,1.03
4288,2049,35,0,0.925
4288,2049,35,1,0.926
4352,0,0,0,1.005
4352,0,0,1,1.005
4352,36,0,0,1.007
4352,36,0,1,1.006
4352,68,0,0,1.007
4352,68,0,1,1.008
4352,0,36,0,0.929
4352,0,36,1,0.929
4352,0,68,0,0.766
4352,0,68,1,0.766
4352,36,36,0,0.998
4352,36,36,1,0.998
4352,68,68,0,0.964
4352,68,68,1,0.964
4352,2048,0,0,1.006
4352,2048,0,1,1.006
4352,2084,0,0,1.006
4352,2084,0,1,1.006
4352,2048,36,0,0.897
4352,2048,36,1,0.898
4352,2084,36,0,0.998
4352,2084,36,1,0.998
4352,36,1,0,1.031
4352,36,1,1,1.031
4352,1,36,0,0.924
4352,1,36,1,0.924
4352,68,1,0,0.999
4352,68,1,1,0.999
4352,1,68,0,0.922
4352,1,68,1,0.922
4352,2084,1,0,1.03
4352,2084,1,1,1.03
4352,2049,36,0,0.922
4352,2049,36,1,0.922
4416,0,0,0,0.997
4416,0,0,1,0.997
4416,37,0,0,1.002
4416,37,0,1,1.002
4416,69,0,0,1.004
4416,69,0,1,1.004
4416,0,37,0,0.928
4416,0,37,1,0.927
4416,0,69,0,0.762
4416,0,69,1,0.762
4416,37,37,0,0.994
4416,37,37,1,0.994
4416,69,69,0,0.959
4416,69,69,1,0.959
4416,2048,0,0,0.997
4416,2048,0,1,0.997
4416,2085,0,0,1.001
4416,2085,0,1,1.001
4416,2048,37,0,0.899
4416,2048,37,1,0.899
4416,2085,37,0,0.994
4416,2085,37,1,0.994
4416,37,1,0,1.024
4416,37,1,1,1.023
4416,1,37,0,0.923
4416,1,37,1,0.922
4416,69,1,0,1.009
4416,69,1,1,1.01
4416,1,69,0,0.917
4416,1,69,1,0.917
4416,2085,1,0,1.024
4416,2085,1,1,1.024
4416,2049,37,0,0.919
4416,2049,37,1,0.919
4480,0,0,0,1.0
4480,0,0,1,0.999
4480,38,0,0,0.996
4480,38,0,1,0.996
4480,70,0,0,1.0
4480,70,0,1,1.0
4480,0,38,0,0.919
4480,0,38,1,0.921
4480,0,70,0,0.767
4480,0,70,1,0.767
4480,38,38,0,1.002
4480,38,38,1,1.002
4480,70,70,0,0.963
4480,70,70,1,0.963
4480,2048,0,0,0.998
4480,2048,0,1,0.999
4480,2086,0,0,0.996
4480,2086,0,1,0.995
4480,2048,38,0,0.907
4480,2048,38,1,0.907
4480,2086,38,0,1.002
4480,2086,38,1,1.002
4480,38,1,0,1.032
4480,38,1,1,1.031
4480,1,38,0,0.919
4480,1,38,1,0.92
4480,70,1,0,1.018
4480,70,1,1,1.017
4480,1,70,0,0.916
4480,1,70,1,0.915
4480,2086,1,0,1.031
4480,2086,1,1,1.03
4480,2049,38,0,0.917
4480,2049,38,1,0.918
4544,0,0,0,1.002
4544,0,0,1,1.002
4544,39,0,0,1.007
4544,39,0,1,1.008
4544,71,0,0,1.002
4544,71,0,1,1.002
4544,0,39,0,0.93
4544,0,39,1,0.931
4544,0,71,0,0.766
4544,0,71,1,0.766
4544,39,39,0,1.001
4544,39,39,1,1.001
4544,71,71,0,0.966
4544,71,71,1,0.966
4544,2048,0,0,1.002
4544,2048,0,1,1.002
4544,2087,0,0,1.008
4544,2087,0,1,1.007
4544,2048,39,0,0.901
4544,2048,39,1,0.901
4544,2087,39,0,1.001
4544,2087,39,1,1.001
4544,39,1,0,1.025
4544,39,1,1,1.025
4544,1,39,0,0.919
4544,1,39,1,0.919
4544,71,1,0,0.991
4544,71,1,1,0.991
4544,1,71,0,0.921
4544,1,71,1,0.922
4544,2087,1,0,1.025
4544,2087,1,1,1.025
4544,2049,39,0,0.917
4544,2049,39,1,0.917
4608,0,0,0,0.997
4608,0,0,1,0.997
4608,40,0,0,1.013
4608,40,0,1,1.013
4608,72,0,0,1.013
4608,72,0,1,1.013
4608,0,40,0,0.925
4608,0,40,1,0.926
4608,0,72,0,0.765
4608,0,72,1,0.765
4608,40,40,0,1.084
4608,40,40,1,1.084
4608,72,72,0,0.966
4608,72,72,1,0.966
4608,2048,0,0,0.999
4608,2048,0,1,0.999
4608,2088,0,0,1.012
4608,2088,0,1,1.012
4608,2048,40,0,0.898
4608,2048,40,1,0.898
4608,2088,40,0,1.087
4608,2088,40,1,1.087
4608,40,1,0,1.006
4608,40,1,1,1.006
4608,1,40,0,0.926
4608,1,40,1,0.925
4608,72,1,0,1.012
4608,72,1,1,1.011
4608,1,72,0,0.92
4608,1,72,1,0.92
4608,2088,1,0,1.006
4608,2088,1,1,1.006
4608,2049,40,0,0.923
4608,2049,40,1,0.923
4672,0,0,0,1.014
4672,0,0,1,1.014
4672,41,0,0,1.003
4672,41,0,1,1.003
4672,73,0,0,0.983
4672,73,0,1,0.982
4672,0,41,0,0.916
4672,0,41,1,0.918
4672,0,73,0,0.772
4672,0,73,1,0.772
4672,41,41,0,1.012
4672,41,41,1,1.012
4672,73,73,0,0.973
4672,73,73,1,0.973
4672,2048,0,0,1.014
4672,2048,0,1,1.014
4672,2089,0,0,1.002
4672,2089,0,1,1.002
4672,2048,41,0,0.907
4672,2048,41,1,0.908
4672,2089,41,0,1.012
4672,2089,41,1,1.012
4672,41,1,0,1.027
4672,41,1,1,1.027
4672,1,41,0,0.928
4672,1,41,1,0.927
4672,73,1,0,1.032
4672,73,1,1,1.03
4672,1,73,0,0.927
4672,1,73,1,0.927
4672,2089,1,0,1.026
4672,2089,1,1,1.027
4672,2049,41,0,0.925
4672,2049,41,1,0.925
4736,0,0,0,1.005
4736,0,0,1,1.005
4736,42,0,0,1.012
4736,42,0,1,1.012
4736,74,0,0,0.976
4736,74,0,1,0.975
4736,0,42,0,0.93
4736,0,42,1,0.93
4736,0,74,0,0.77
4736,0,74,1,0.77
4736,42,42,0,1.007
4736,42,42,1,1.007
4736,74,74,0,0.965
4736,74,74,1,0.965
4736,2048,0,0,1.006
4736,2048,0,1,1.006
4736,2090,0,0,1.013
4736,2090,0,1,1.013
4736,2048,42,0,0.902
4736,2048,42,1,0.902
4736,2090,42,0,1.007
4736,2090,42,1,1.007
4736,42,1,0,1.032
4736,42,1,1,1.032
4736,1,42,0,0.925
4736,1,42,1,0.925
4736,74,1,0,1.018
4736,74,1,1,1.018
4736,1,74,0,0.912
4736,1,74,1,0.912
4736,2090,1,0,1.032
4736,2090,1,1,1.032
4736,2049,42,0,0.923
4736,2049,42,1,0.923
4800,0,0,0,1.012
4800,0,0,1,1.012
4800,43,0,0,1.008
4800,43,0,1,1.008
4800,75,0,0,0.99
4800,75,0,1,0.99
4800,0,43,0,0.928
4800,0,43,1,0.928
4800,0,75,0,0.767
4800,0,75,1,0.768
4800,43,43,0,1.004
4800,43,43,1,1.004
4800,75,75,0,0.965
4800,75,75,1,0.965
4800,2048,0,0,1.012
4800,2048,0,1,1.012
4800,2091,0,0,1.009
4800,2091,0,1,1.008
4800,2048,43,0,0.902
4800,2048,43,1,0.902
4800,2091,43,0,1.004
4800,2091,43,1,1.004
4800,43,1,0,1.026
4800,43,1,1,1.025
4800,1,43,0,0.91
4800,1,43,1,0.91
4800,75,1,0,0.992
4800,75,1,1,0.992
4800,1,75,0,0.921
4800,1,75,1,0.92
4800,2091,1,0,1.025
4800,2091,1,1,1.025
4800,2049,43,0,0.907
4800,2049,43,1,0.907
4864,0,0,0,0.998
4864,0,0,1,0.998
4864,44,0,0,1.003
4864,44,0,1,1.004
4864,76,0,0,0.987
4864,76,0,1,0.987
4864,0,44,0,0.92
4864,0,44,1,0.921
4864,0,76,0,0.933
4864,0,76,1,0.932
4864,44,44,0,1.006
4864,44,44,1,1.004
4864,76,76,0,0.976
4864,76,76,1,0.975
4864,2048,0,0,0.999
4864,2048,0,1,0.999
4864,2092,0,0,1.004
4864,2092,0,1,1.005
4864,2048,44,0,0.907
4864,2048,44,1,0.907
4864,2092,44,0,1.006
4864,2092,44,1,1.005
4864,44,1,0,1.034
4864,44,1,1,1.032
4864,1,44,0,0.908
4864,1,44,1,0.929
4864,76,1,0,1.006
4864,76,1,1,1.005
4864,1,76,0,0.798
4864,1,76,1,0.798
4864,2092,1,0,1.033
4864,2092,1,1,1.033
4864,2049,44,0,0.904
4864,2049,44,1,0.925
4928,0,0,0,1.005
4928,0,0,1,1.005
4928,45,0,0,0.993
4928,45,0,1,1.012
4928,77,0,0,0.956
4928,77,0,1,0.976
4928,0,45,0,0.933
4928,0,45,1,0.932
4928,0,77,0,0.771
4928,0,77,1,0.771
4928,45,45,0,1.015
4928,45,45,1,1.015
4928,77,77,0,0.972
4928,77,77,1,0.972
4928,2048,0,0,1.005
4928,2048,0,1,1.005
4928,2093,0,0,0.992
4928,2093,0,1,1.012
4928,2048,45,0,0.932
4928,2048,45,1,0.931
4928,2093,45,0,1.015
4928,2093,45,1,1.015
4928,45,1,0,1.009
4928,45,1,1,1.032
4928,1,45,0,0.806
4928,1,45,1,0.805
4928,77,1,0,0.981
4928,77,1,1,1.005
4928,1,77,0,0.917
4928,1,77,1,0.917
4928,2093,1,0,1.008
4928,2093,1,1,1.032
4928,2049,45,0,0.794
4928,2049,45,1,0.794
4992,0,0,0,0.999
4992,0,0,1,0.999
4992,46,0,0,0.985
4992,46,0,1,1.008
4992,78,0,0,0.963
4992,78,0,1,0.984
4992,0,46,0,0.908
4992,0,46,1,0.908
4992,0,78,0,0.752
4992,0,78,1,0.751
4992,46,46,0,0.997
4992,46,46,1,0.997
4992,78,78,0,0.969
4992,78,78,1,0.968
4992,2048,0,0,1.0
4992,2048,0,1,1.0
4992,2094,0,0,0.987
4992,2094,0,1,1.008
4992,2048,46,0,0.883
4992,2048,46,1,0.883
4992,2094,46,0,0.997
4992,2094,46,1,0.997
4992,46,1,0,0.998
4992,46,1,1,1.02
4992,1,46,0,0.917
4992,1,46,1,0.917
4992,78,1,0,0.972
4992,78,1,1,0.993
4992,1,78,0,0.919
4992,1,78,1,0.92
4992,2094,1,0,0.997
4992,2094,1,1,1.019
4992,2049,46,0,0.914
4992,2049,46,1,0.914
5056,0,0,0,1.002
5056,0,0,1,1.0
5056,47,0,0,1.005
5056,47,0,1,1.005
5056,79,0,0,0.989
5056,79,0,1,0.989
5056,0,47,0,0.918
5056,0,47,1,0.919
5056,0,79,0,0.772
5056,0,79,1,0.771
5056,47,47,0,1.006
5056,47,47,1,1.006
5056,79,79,0,0.972
5056,79,79,1,0.972
5056,2048,0,0,1.001
5056,2048,0,1,1.0
5056,2095,0,0,1.004
5056,2095,0,1,1.004
5056,2048,47,0,0.908
5056,2048,47,1,0.909
5056,2095,47,0,1.006
5056,2095,47,1,1.006
5056,47,1,0,1.033
5056,47,1,1,1.033
5056,1,47,0,0.919
5056,1,47,1,0.919
5056,79,1,0,1.003
5056,79,1,1,1.005
